Experiment,Family,Mean_KS,95% CI Low,95% CI High,Mean p-value,Median p-value
ha_based,PF11669,0.998,1.0,1.0,0.10300000000000001,0.09999999999999999
ha_based,PF13922,1.0,1.0,1.0,1.0,1.0
ha_based,PF15791,1.0,1.0,1.0,1.0,1.0
ha_based,PF18108,1.0,1.0,1.0,1.0,1.0
ha_based,PF00594,0.4686212121212121,0.30303030303030304,0.6212121212121212,0.0008250551142421503,5.962156092757389e-07
ha_based,PF16017,1.0,1.0,1.0,1.0,1.0
ha_based,PF13621,0.4820952380952381,0.23809523809523808,0.8095238095238095,0.11504995588446888,0.015905243702949885
ha_based,PF00615,0.17817478991596636,0.12936974789915967,0.27903361344537814,3.194777201396119e-05,6.689920203206569e-08
ha_based,PF05822,1.0,1.0,1.0,1.0,1.0
ha_based,PF19286,1.0,1.0,1.0,1.0,1.0
ha_based,PF10162,1.0,1.0,1.0,1.0,1.0
ha_based,PF06565,1.0,1.0,1.0,1.0,1.0
ha_based,PF04991,1.0,1.0,1.0,1.0,1.0
ha_based,PF15832,1.0,1.0,1.0,1.0,1.0
ha_based,PF14769,1.0,1.0,1.0,1.0,1.0
ha_based,PF13959,0.9323333333333333,0.5,1.0,0.026616883116883115,0.0021645021645021645
ha_based,PF02437,0.41404761904761905,0.19047619047619047,0.6666666666666666,0.19082699219762111,0.09481656218610322
ha_based,PF01619,1.0,1.0,1.0,1.0,1.0
ha_based,PF00198,0.9868333333333333,0.8333333333333334,1.0,0.005432900432900432,0.0021645021645021645
ha_based,PF15342,1.0,1.0,1.0,1.0,1.0
ha_based,PF15288,0.7915326086956521,0.7282608695652174,0.8260869565217391,3.749821826321212e-62,1.1066734696122532e-87
ha_based,PF13757,1.0,1.0,1.0,1.0,1.0
ha_based,PF05030,0.9983333333333333,1.0,1.0,0.10250000000000001,0.09999999999999999
ha_based,PF01170,0.911,0.3333333333333333,1.0,0.2299,0.09999999999999999
ha_based,PF21494,1.0,1.0,1.0,1.0,1.0
ha_based,PF12004,0.972,0.6666666666666666,1.0,0.1415,0.09999999999999999
ha_based,PF17661,1.0,1.0,1.0,1.0,1.0
ha_based,PF03489,0.9978333333333333,1.0,1.0,0.002474025974025974,0.0021645021645021645
ha_based,PF03098,0.4868222222222222,0.28888888888888886,0.6888888888888889,0.005029003156167268,3.035360632702355e-05
ha_based,PF00561,0.37907977207977206,0.23931623931623933,0.5014245014245015,1.8626959346675692e-07,3.5018011794449854e-23
ha_based,PF20871,1.0,1.0,1.0,1.0,1.0
ha_based,PF11938,0.9763,0.8,1.0,0.0001772499945874558,1.0825088224469026e-05
ha_based,PF16178,0.9995714285714286,1.0,1.0,5.0867811322753016e-12,3.715691111961505e-12
ha_based,PF01667,1.0,1.0,1.0,1.0,1.0
ha_based,PF00531,0.1582551724137931,0.08505747126436781,0.30114942528735633,0.011553322198631066,0.000284850691077621
ha_based,PF19037,0.982,0.8333333333333334,1.0,0.005387445887445888,0.0021645021645021645
ha_based,PF16608,0.8173333333333332,0.3333333333333333,1.0,0.36939999999999995,0.6
ha_based,PF04893,0.7311333333333334,0.4,1.0,0.01752055199180596,0.00035334499932696196
ha_based,PF12886,0.9986666666666667,1.0,1.0,0.10200000000000001,0.09999999999999999
ha_based,PF08781,0.9996666666666666,1.0,1.0,0.10050000000000003,0.09999999999999999
ha_based,PF03474,1.0,1.0,1.0,1.0,1.0
ha_based,PF16675,1.0,1.0,1.0,1.0,1.0
ha_based,PF03154,1.0,1.0,1.0,1.0,1.0
ha_based,PF12678,1.0,1.0,1.0,1.0,1.0
ha_based,PF02807,0.7833333333333332,0.6666666666666666,1.0,0.08299999999999998,0.025974025974025972
ha_based,PF16674,0.9976666666666666,1.0,1.0,0.10350000000000002,0.09999999999999999
ha_based,PF03259,0.9506666666666668,0.6666666666666666,1.0,0.17260000000000003,0.09999999999999999
ha_based,PF04503,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF02828,0.38633333333333336,0.3333333333333333,0.4444444444444444,0.0034621750828893595,0.0013256656511281056
ha_based,PF02141,0.3392132352941176,0.146875,0.5516544117647058,0.01049153139961502,2.723377320225885e-07
ha_based,PF00060,0.9447581699346406,0.869281045751634,0.9869281045751634,1.3573710903327905e-57,5.852071524387653e-76
ha_based,PF12414,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF16189,1.0,1.0,1.0,1.0,1.0
ha_based,PF17919,1.0,1.0,1.0,1.0,1.0
ha_based,PF04905,1.0,1.0,1.0,1.0,1.0
ha_based,PF08569,1.0,1.0,1.0,1.0,1.0
ha_based,PF00566,0.24586802413273004,0.13044871794871796,0.3597473604826546,5.697162337952686e-07,8.494287441426205e-36
ha_based,PF04005,1.0,1.0,1.0,1.0,1.0
ha_based,PF13831,0.5844615384615385,0.3717948717948718,0.7692307692307693,7.229188519158642e-05,6.471630188391611e-13
ha_based,PF04055,0.561861111111111,0.3055555555555556,0.75,0.01012318233500738,5.222243150834323e-06
ha_based,PF17814,1.0,1.0,1.0,1.0,1.0
ha_based,PF07992,0.48027272727272724,0.39356060606060606,0.5454545454545454,3.1543128998236205e-05,2.1293414616990676e-07
ha_based,PF00241,0.7789333333333334,0.7111111111111111,0.8666666666666667,1.4069570894807547e-11,1.1019527232713381e-13
ha_based,PF00466,0.944,0.6666666666666666,1.0,0.02017748917748918,0.0021645021645021645
ha_based,PF16279,1.0,1.0,1.0,1.0,1.0
ha_based,PF02761,0.5353333333333332,0.3333333333333333,1.0,0.7544999999999998,0.6
ha_based,PF15808,1.0,1.0,1.0,1.0,1.0
ha_based,PF08391,1.0,1.0,1.0,1.0,1.0
ha_based,PF11002,0.9994,1.0,1.0,1.2059148282058493e-05,1.0825088224469026e-05
ha_based,PF13469,1.0,1.0,1.0,1.0,1.0
ha_based,PF13926,0.6586666666666666,0.3333333333333333,1.0,0.5846999999999998,0.6
ha_based,PF09750,1.0,1.0,1.0,1.0,1.0
ha_based,PF18411,1.0,1.0,1.0,1.0,1.0
ha_based,PF02337,0.9855,0.8333333333333334,1.0,0.005380952380952381,0.0021645021645021645
ha_based,PF00927,0.9966388888888889,0.9722222222222222,1.0,5.025846270048438e-18,4.5196459263025544e-21
ha_based,PF12537,1.0,1.0,1.0,1.0,1.0
ha_based,PF03836,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF00193,0.6629560439560439,0.46153846153846156,0.8131868131868132,2.361010059668231e-06,1.051018448458772e-19
ha_based,PF12052,0.9998333333333334,1.0,1.0,0.002188311688311688,0.0021645021645021645
ha_based,PF07147,1.0,1.0,1.0,1.0,1.0
ha_based,PF01963,0.7316666666666666,0.3333333333333333,1.0,0.4840999999999999,0.6
ha_based,PF04494,1.0,1.0,1.0,1.0,1.0
ha_based,PF15410,0.49442857142857144,0.32142857142857145,0.7857142857142857,0.02636345906573344,0.0015178367819511198
ha_based,PF00028,0.8673644859813084,0.8494048668665138,0.8859107741139128,0.0,0.0
ha_based,PF07744,0.3708000000000001,0.2,0.6666666666666666,0.3884524566792971,0.3855465198257425
ha_based,PF00418,0.8536666666666666,0.3333333333333333,1.0,0.31239999999999996,0.09999999999999999
ha_based,PF01163,0.8906666666666665,0.6583333333333338,1.0,0.2615,0.09999999999999999
ha_based,PF04901,0.996,1.0,1.0,0.10600000000000002,0.09999999999999999
ha_based,PF16174,1.0,1.0,1.0,1.0,1.0
ha_based,PF00789,0.47542424242424236,0.24242424242424243,0.6666666666666666,0.004365593070330265,2.1293414616990676e-07
ha_based,PF12548,1.0,1.0,1.0,1.0,1.0
ha_based,PF09532,0.5556666666666668,0.3333333333333333,1.0,0.7258999999999999,0.6
ha_based,PF00225,0.827522198731501,0.7758985200845666,0.8710887949260042,3.9150560215108516e-243,0.0
ha_based,PF00837,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF11357,0.9693636363636364,0.9287549407114625,0.9920948616600791,1.1287042974994286e-93,4.352344726191965e-136
ha_based,PF06701,0.8861666666666668,0.5,1.0,0.056913419913419916,0.0021645021645021645
ha_based,PF01161,0.9566666666666667,0.6666666666666666,1.0,0.16410000000000002,0.09999999999999999
ha_based,PF08711,0.3313111111111111,0.15555555555555556,0.5777777777777777,0.12201983507867377,0.012966380564275841
ha_based,PF13903,0.9933555555555557,0.9555555555555556,1.0,1.021866272746569e-21,1.9262734017643903e-26
ha_based,PF01513,1.0,1.0,1.0,1.0,1.0
ha_based,PF03357,0.3510151515151515,0.24242424242424243,0.5,0.005801046705193652,0.0005942079024980721
ha_based,PF08071,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF16484,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF05781,1.0,1.0,1.0,1.0,1.0
ha_based,PF11569,0.9926666666666666,1.0,1.0,0.11090000000000004,0.09999999999999999
ha_based,PF11945,0.9911000000000001,0.9,1.0,5.8823529411764694e-05,1.0825088224469026e-05
ha_based,PF01463,0.3449454545454545,0.14545454545454545,0.5636363636363636,0.07226561430392933,0.0026200272481291865
ha_based,PF01129,0.6508333333333333,0.5,1.0,0.26176623376623376,0.14285714285714285
ha_based,PF15010,0.9396666666666667,0.6666666666666666,1.0,0.18940000000000004,0.09999999999999999
ha_based,PF12931,0.8963333333333332,0.3333333333333333,1.0,0.25220000000000004,0.09999999999999999
ha_based,PF00596,0.9535000000000001,0.6666666666666666,1.0,0.016404761904761905,0.0021645021645021645
ha_based,PF18782,0.9722000000000001,0.8666666666666667,1.0,2.171269886212725e-06,1.2893450075787698e-08
ha_based,PF00642,0.42609879032258063,0.3426915322580645,0.5120967741935484,1.9237925663914155e-22,4.973605273227052e-41
ha_based,PF00806,1.0,1.0,1.0,1.0,1.0
ha_based,PF15412,1.0,1.0,1.0,1.0,1.0
ha_based,PF11704,1.0,1.0,1.0,1.0,1.0
ha_based,PF21127,1.0,1.0,1.0,1.0,1.0
ha_based,PF05191,0.9993333333333333,1.0,1.0,0.10100000000000002,0.09999999999999999
ha_based,PF16515,1.0,1.0,1.0,1.0,1.0
ha_based,PF01529,0.9241920289855071,0.8623188405797102,0.9710144927536232,5.01497159822437e-96,7.999780783851569e-129
ha_based,PF00036,0.6112417582417581,0.4945054945054945,0.6813186813186813,1.1378366605497244e-08,2.0483187661755293e-16
ha_based,PF07742,0.4864666666666667,0.26666666666666666,0.7333333333333333,0.15205654499891438,0.07546400948132746
ha_based,PF15371,0.774371794871795,0.6025641025641025,0.8846153846153846,2.72212353899134e-12,7.498956181828268e-24
ha_based,PF16519,0.9975,1.0,1.0,0.0025216450216450216,0.0021645021645021645
ha_based,PF01411,1.0,1.0,1.0,1.0,1.0
ha_based,PF05041,0.6821666666666667,0.3333333333333333,1.0,0.2608073593073593,0.14285714285714285
ha_based,PF17069,1.0,1.0,1.0,1.0,1.0
ha_based,PF14927,0.9813333333333333,0.6666666666666666,1.0,0.1274,0.09999999999999999
ha_based,PF01650,1.0,1.0,1.0,1.0,1.0
ha_based,PF07458,0.9549722222222222,0.8333333333333334,1.0,2.3840703544206303e-08,3.254145066937839e-19
ha_based,PF12145,1.0,1.0,1.0,1.0,1.0
ha_based,PF13297,1.0,1.0,1.0,1.0,1.0
ha_based,PF08311,1.0,1.0,1.0,1.0,1.0
ha_based,PF02727,1.0,1.0,1.0,1.0,1.0
ha_based,PF02171,0.9991428571428571,1.0,1.0,4.8653259420023925e-11,3.715691111961505e-12
ha_based,PF08542,0.999,1.0,1.0,0.10150000000000002,0.09999999999999999
ha_based,PF00045,0.6146493506493507,0.48917748917748916,0.7359307359307359,5.014712992704582e-19,1.0618189946877418e-41
ha_based,PF09173,1.0,1.0,1.0,1.0,1.0
ha_based,PF07974,0.17405847953216375,0.08187134502923976,0.32748538011695905,0.11949057149714909,0.028006814020783834
ha_based,PF05914,1.0,1.0,1.0,1.0,1.0
ha_based,PF10190,1.0,1.0,1.0,1.0,1.0
ha_based,PF08336,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF00157,0.7313186813186814,0.5824175824175825,0.8681318681318682,3.3405398559347935e-14,3.1793589051770805e-24
ha_based,PF21362,1.0,1.0,1.0,1.0,1.0
ha_based,PF18039,0.9995,1.0,1.0,0.0022359307359307357,0.0021645021645021645
ha_based,PF00652,0.7092770562770562,0.645021645021645,0.7445887445887446,9.922045292577283e-39,4.647692182943306e-57
ha_based,PF14922,1.0,1.0,1.0,1.0,1.0
ha_based,PF01019,0.7439444444444445,0.5833333333333334,0.8888888888888888,5.6347165204540395e-06,3.846806468659764e-10
ha_based,PF01301,0.9458333333333334,0.6666666666666666,1.0,0.018086580086580085,0.0021645021645021645
ha_based,PF13374,0.7453214285714285,0.7142857142857143,0.75,1.6731172849412549e-07,6.064237974979474e-08
ha_based,PF00857,1.0,1.0,1.0,1.0,1.0
ha_based,PF11261,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF16381,1.0,1.0,1.0,1.0,1.0
ha_based,PF06888,1.0,1.0,1.0,1.0,1.0
ha_based,PF02196,0.49466666666666664,0.26666666666666666,0.6,0.10611649793008553,0.026248485664288602
ha_based,PF02953,0.9972000000000001,0.9,1.0,2.8296780618762032e-05,1.0825088224469026e-05
ha_based,PF05593,1.0,1.0,1.0,1.0,1.0
ha_based,PF00042,0.9960757575757575,0.9848484848484849,1.0,3.470656195512953e-32,5.299562174876052e-39
ha_based,PF07731,0.9995,1.0,1.0,0.002235930735930736,0.0021645021645021645
ha_based,PF00619,0.21333846153846153,0.13223076923076924,0.2953846153846154,0.0009631644823549736,5.151334331024759e-07
ha_based,PF00498,0.1756,0.07741935483870968,0.3204838709677419,0.010091270718190668,3.962947355711759e-06
ha_based,PF12129,1.0,1.0,1.0,1.0,1.0
ha_based,PF12595,1.0,1.0,1.0,1.0,1.0
ha_based,PF02837,1.0,1.0,1.0,1.0,1.0
ha_based,PF00535,0.8574566666666668,0.7699166666666667,0.92,2.9451912853299825e-72,8.765190368866508e-116
ha_based,PF03730,1.0,1.0,1.0,1.0,1.0
ha_based,PF17772,0.9611000000000002,0.8,1.0,0.000726807248479075,1.0825088224469026e-05
ha_based,PF00111,0.481,0.3333333333333333,0.8333333333333334,0.5874199134199134,0.474025974025974
ha_based,PF06083,0.9850666666666666,0.8666666666666667,1.0,2.736402696484576e-06,1.2893450075787698e-08
ha_based,PF15917,1.0,1.0,1.0,1.0,1.0
ha_based,PF13884,1.0,1.0,1.0,1.0,1.0
ha_based,PF00208,1.0,1.0,1.0,1.0,1.0
ha_based,PF11977,0.8267142857142857,0.5714285714285714,1.0,0.0004781353784591741,4.265613396531809e-08
ha_based,PF07719,0.30548888888888887,0.2,0.5111111111111111,0.08418329570570982,0.0462708829693945
ha_based,PF04950,1.0,1.0,1.0,1.0,1.0
ha_based,PF16556,1.0,1.0,1.0,1.0,1.0
ha_based,PF01279,1.0,1.0,1.0,1.0,1.0
ha_based,PF00903,0.8813333333333333,0.3333333333333333,1.0,0.27340000000000003,0.09999999999999999
ha_based,PF00047,0.6923484909456741,0.6104527162977867,0.7605935613682092,0.0,0.0
ha_based,PF20886,0.996,1.0,1.0,0.10600000000000001,0.09999999999999999
ha_based,PF13793,0.9993,1.0,1.0,1.2264824958323404e-05,1.0825088224469026e-05
ha_based,PF02188,0.33719047619047615,0.19047619047619047,0.5714285714285714,0.28818891653112144,0.1963120402389556
ha_based,PF18119,0.856,0.3333333333333333,1.0,0.3092,0.09999999999999999
ha_based,PF21297,1.0,1.0,1.0,1.0,1.0
ha_based,PF00462,0.4516666666666666,0.23809523809523808,0.6666666666666666,0.09816344749510544,0.015905243702949885
ha_based,PF16423,0.9996666666666667,1.0,1.0,0.002212121212121212,0.0021645021645021645
ha_based,PF01873,1.0,1.0,1.0,1.0,1.0
ha_based,PF03815,0.6409333333333334,0.2,0.9333333333333333,0.07899288371809968,0.0018373939965002021
ha_based,PF17826,1.0,1.0,1.0,1.0,1.0
ha_based,PF08151,0.9961666666666668,1.0,1.0,0.0027121212121212126,0.0021645021645021645
ha_based,PF06462,1.0,1.0,1.0,1.0,1.0
ha_based,PF08742,0.9263333333333335,0.7333333333333333,1.0,4.289456149118424e-05,3.8680350227363097e-07
ha_based,PF01146,1.0,1.0,1.0,0.10000000000000002,0.09999999999999999
ha_based,PF03727,0.9985,1.0,1.0,1.3910238368442698e-05,1.0825088224469026e-05
ha_based,PF02158,1.0,1.0,1.0,1.0,1.0
ha_based,PF20426,0.9986666666666667,1.0,1.0,0.002354978354978355,0.0021645021645021645
ha_based,PF09816,1.0,1.0,1.0,1.0,1.0
ha_based,PF02469,0.9685,0.8291666666666669,1.0,0.009913419913419912,0.0021645021645021645
ha_based,PF01509,0.8199999999999998,0.3333333333333333,1.0,0.3639999999999999,0.09999999999999999
ha_based,PF05712,0.6666666666666667,0.3333333333333333,1.0,0.2611471861471862,0.14285714285714285
ha_based,PF00711,0.9989000000000001,1.0,1.0,1.3087531663383051e-05,1.0825088224469026e-05
ha_based,PF06617,0.9813333333333333,0.6666666666666666,1.0,0.12760000000000005,0.09999999999999999
ha_based,PF17789,0.6665555555555556,0.5,0.75,3.405553249761496e-05,6.943660530770359e-08
ha_based,PF17906,1.0,1.0,1.0,1.0,1.0
ha_based,PF02880,0.9905,0.8333333333333334,1.0,0.004108225108225108,0.0021645021645021645
ha_based,PF16317,1.0,1.0,1.0,1.0,1.0
ha_based,PF13646,0.35035714285714287,0.21428571428571427,0.4642857142857143,0.12135993761481317,0.05551971712876329
ha_based,PF18861,1.0,1.0,1.0,1.0,1.0
ha_based,PF02759,0.2870718954248366,0.12418300653594772,0.45098039215686275,0.01591895934470007,5.571542044873813e-06
ha_based,PF01740,0.9839454545454546,0.9454545454545454,1.0,6.90415128071668e-27,2.232885524245301e-30
ha_based,PF05790,1.0,1.0,1.0,1.0,1.0
ha_based,PF00443,0.590410406885759,0.5164221439749609,0.6596341940532081,2.5951098070852283e-239,0.0
ha_based,PF20425,0.999,1.0,1.0,0.10150000000000002,0.09999999999999999
ha_based,PF18112,1.0,1.0,1.0,1.0,1.0
ha_based,PF00781,0.8035904761904762,0.6476190476190476,0.9238095238095239,1.5732339777742532e-15,9.93083283535089e-35
ha_based,PF08517,1.0,1.0,1.0,1.0,1.0
ha_based,PF07684,0.9991666666666668,1.0,1.0,0.002283549783549783,0.0021645021645021645
ha_based,PF04719,0.9995824175824175,0.989010989010989,1.0,1.641229917868771e-50,5.524118327704881e-54
ha_based,PF02809,0.3703611111111111,0.16666666666666666,0.6666666666666666,0.12141758153379098,0.01759952462994868
ha_based,PF01070,1.0,1.0,1.0,1.0,1.0
ha_based,PF01433,0.9029358974358975,0.7564102564102564,0.9871794871794872,1.2221094784162403e-20,1.336037338990727e-34
ha_based,PF04571,0.9986666666666667,1.0,1.0,0.10200000000000004,0.09999999999999999
ha_based,PF03647,0.9864,0.9,1.0,5.514299941544522e-05,1.0825088224469026e-05
ha_based,PF15388,0.9996666666666666,1.0,1.0,0.10050000000000002,0.09999999999999999
ha_based,PF07002,0.999361111111111,1.0,1.0,2.804847065404103e-19,4.5196459263025544e-21
